cluster_index	protein_index	cluster_number	cluster_member
Cluster_466	new_DNA_2436	1	new_DNA_2436
Cluster_467	new_DNA_2500	1	new_DNA_2500
Cluster_468	new_DNA_2564	1	new_DNA_2564
Cluster_469	new_DNA_2596	1	new_DNA_2596
Cluster_470	new_DNA_2628	1	new_DNA_2628
Cluster_471	new_DNA_2661	1	new_DNA_2661
Cluster_472	new_DNA_2693	1	new_DNA_2693
Cluster_473	new_DNA_2725	1	new_DNA_2725
Cluster_474	new_DNA_2821	3	new_DNA_2821,new_DNA_2813,new_DNA_2820
Cluster_474	new_DNA_2813	3	new_DNA_2821,new_DNA_2813,new_DNA_2820
Cluster_474	new_DNA_2820	3	new_DNA_2821,new_DNA_2813,new_DNA_2820
Cluster_475	new_DNA_2885	1	new_DNA_2885
Cluster_476	new_DNA_2949	1	new_DNA_2949
Cluster_477	new_DNA_2981	1	new_DNA_2981
Cluster_478	new_DNA_3013	4	new_DNA_3013,new_DNA_3029,new_DNA_3028,new_DNA_2528
Cluster_478	new_DNA_3029	4	new_DNA_3013,new_DNA_3029,new_DNA_3028,new_DNA_2528
Cluster_478	new_DNA_3028	4	new_DNA_3013,new_DNA_3029,new_DNA_3028,new_DNA_2528
Cluster_478	new_DNA_2528	4	new_DNA_3013,new_DNA_3029,new_DNA_3028,new_DNA_2528
Cluster_479	new_DNA_1610	1	new_DNA_1610
Cluster_480	new_DNA_1676	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1677	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1678	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1679	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1680	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1681	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1682	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1683	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1684	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1663	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1664	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1665	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1666	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1667	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1668	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1669	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1670	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1671	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1672	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1673	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1674	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1675	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1644	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1645	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1646	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1647	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
Cluster_480	new_DNA_1648	52	new_DNA_1676,new_DNA_1677,new_DNA_1678,new_DNA_1679,new_DNA_1680,new_DNA_1681,new_DNA_1682,new_DNA_1683,new_DNA_1684,new_DNA_1663,new_DNA_1664,new_DNA_1665,new_DNA_1666,new_DNA_1667,new_DNA_1668,new_DNA_1669,new_DNA_1670,new_DNA_1671,new_DNA_1672,new_DNA_1673,new_DNA_1674,new_DNA_1675,new_DNA_1644,new_DNA_1645,new_DNA_1646,new_DNA_1647,new_DNA_1648,new_DNA_1649,new_DNA_1650,new_DNA_1651,new_DNA_1652,new_DNA_1653,new_DNA_1654,new_DNA_1655,new_DNA_1656,new_DNA_1657,new_DNA_1658,new_DNA_1659,new_DNA_1660,new_DNA_1661,new_DNA_1662,new_DNA_1639,new_DNA_1640,new_DNA_1641,new_DNA_1642,new_DNA_1643,new_DNA_1690,new_DNA_1685,new_DNA_1686,new_DNA_1687,new_DNA_1688,new_DNA_1689
